word,pos,level,url,uk_audio,us_audio,definition,origin
in such a way (that)…,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/such#such_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/suc/such_/such__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/suc/such_/such__us_1.mp3,used to emphasize the great degree of something,"Old Englishswilc,swylc; related to Dutchzulk, Germansolch, from the Germanic bases ofsoandalike."
in summer,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/summer_1#summer_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sum/summe/summer__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sum/summe/summer__us_2.mp3,"the warmest season of the year, coming between spring and autumn","Old Englishsumor, of Germanic origin; related to Dutchzomer, GermanSommer, also to Sanskritsamā‘year’."
in response to sth,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/response#response_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/res/respo/response__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/res/respo/response__us_4.mp3,a spoken or written answer,"Middle English: from Old Frenchresponsor Latinresponsum‘something offered in return’, neuter past participle ofrespondere, fromre-‘again’ +spondere‘to pledge’."
in terms of sth,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/terms#terms_sng_11,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/t/ter/terms/terms__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/t/ter/terms/terms__us_1.mp3,"the conditions that people offer, demand or accept when they make an agreement, an arrangement or a contract",N/A
in some cases,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/case_1#case_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cas/case_/case__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cas/case_/case__us_1.mp3,a particular situation or a situation of a particular type,"nounsenses 1 to 6 andnounsenses 9 to 11 Middle English: from Old Frenchcas, from Latincasus‘fall’, related tocadere‘to fall’; in sense (11) directly from Latin, translating Greekptōsis, literally ‘fall’.nounsenses 7 to 8 late Middle English: from Old Frenchcasse,chasse(moderncaisse‘trunk, chest’,châsse‘reliquary, frame’), from Latincapsa, related tocapere‘to hold’."
in the absence of sb/sth,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/absence#absence_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/abs/absen/absence__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/abs/absen/absence__us_1.mp3,the fact of somebody being away from a place where they are usually expected to be; the occasion or period of time when somebody is away,"late Middle English: from Old French, from Latinabsentia, fromabsens,absent-‘being absent’, present participle ofabesse, fromab-‘from, away’ +esse‘to be’."
in space,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/space_1#space_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/spa/space/space__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/spa/space/space__us_1.mp3,the area outside the earth’s atmosphere where all the other planets and stars are,"Middle English: shortening of Old Frenchespace, from Latinspatium. Current verb senses date from the late 17th cent."
in respect of sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/respect_1#respect_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/res/respe/respect__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/res/respe/respect__us_1.mp3,a strong feeling of approval of somebody/something because of their good qualities or achievements,"late Middle English: from Latinrespectus, from the verbrespicere‘look back at, regard’, fromre-‘back’ +specere‘look at’."
in the country,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/country#country_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cou/count/country__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cou/count/country__us_2.mp3,an area of land that has or used to have its own government and laws,"Middle English: from Old Frenchcuntree, from medieval Latincontrata (terra)‘(land) lying opposite’, from Latincontra‘against, opposite’."
in the centre,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/centre_1#centre_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cen/centr/centre__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cen/centr/centre__us_1.mp3,the middle point or part of something,"late Middle English: from Old French, or from Latincentrum, from Greekkentron‘sharp point, stationary point of a pair of compasses’, related tokentein‘to prick’."
in the air,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/air_1#air_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/air/air__/air__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/air/air__/air__us_1.mp3,the mixture of gases that surrounds the earth and that we breathe,"Middle English (in senses (1-3) of noun): from Old Frenchair, from Latinaer, from Greekaēr, denoting the gas. Senses 4 and 6 () of the noun are from Frenchair, probably from Old Frenchaire‘site, disposition’, from Latinager,agr-‘field’ (influenced by senses 1-3). Sense (5) of the noun comes from Italianaria, from Latinaer‘air’."
in the case of sth,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/case_1#case_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cas/case_/case__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cas/case_/case__us_1.mp3,a particular situation or a situation of a particular type,"nounsenses 1 to 6 andnounsenses 9 to 11 Middle English: from Old Frenchcas, from Latincasus‘fall’, related tocadere‘to fall’; in sense (11) directly from Latin, translating Greekptōsis, literally ‘fall’.nounsenses 7 to 8 late Middle English: from Old Frenchcasse,chasse(moderncaisse‘trunk, chest’,châsse‘reliquary, frame’), from Latincapsa, related tocapere‘to hold’."
in the course of…,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/course_1#course_sng_14,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cou/cours/course__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cou/cours/course__us_1.mp3,a series of lessons or lectures on a particular subject,"Middle English: from Old Frenchcours, from Latincursus, fromcurs-‘run’, from the verbcurrere."
in the near future,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/future_1#future_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fut/futur/future__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fut/futur/future__us_2.mp3,the time that will come after the present or the events that will happen then,"late Middle English: via Old French from Latinfuturus, future participle ofesse‘be’ (from the stemfu-, ultimately from a base meaning ‘grow, become’)."
in the form of sb/sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/form_1#form_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/for/form_/form__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/for/form_/form__us_1.mp3,a type or variety of something,"Middle English: from Old Frenchforme(noun),fo(u)rmer(verb, from Latinformare‘to form’), both based on Latinforma‘a mould or form’."
in the north,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/north_1#north_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/n/nor/north/north__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/n/nor/north/north__us_1.mp3,the direction that is on your left when you watch the sun rise; one of the four main points of thecompass,"Old English, of Germanic origin; related to Dutchnoordand Germannord."
in school,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/school_1#school_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sch/schoo/school__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sch/schoo/school__us_1.mp3,a place where children go to be educated,"nounsenses 1 to 8 Old Englishscōl,scolu, via Latin from Greekskholē‘leisure, philosophy, lecture-place’, reinforced in Middle English by Old Frenchescole.nounsense 9 late Middle English: from Middle Low German, Middle Dutchschōle, of West Germanic origin; related to Old Englishscolu‘troop’. Compare withshoalsense (1)."
in the meantime,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/meantime_1#meantime_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mea/meant/meantime__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mea/meant/meantime__us_1.mp3,for a short period of time but not permanently,Middle English (as a noun): frommean(noun) +time.
in the presence of sb,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/presence#presence_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pre/prese/presence__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pre/prese/presence__us_2.mp3,the fact of being in a particular place,"Middle English: via Old French from Latinpraesentia‘being at hand’, from the verbpraeesse, fromprae‘before’ +esse‘be’."
in the end,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/end_1#end_sng_22,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/end/end__/end__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/end/end__/end__us_1.mp3,"the final part of a period of time, an event, an activity or a story","Old Englishende(noun),endian(verb), of Germanic origin; related to Dutcheinde(noun),einden(verb) and GermanEnde(noun),enden(verb)."
in the midst of sth,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/midst#midst_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mid/midst/midst__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mid/midst/midst__us_1.mp3,the middle part of something,late Middle English: fromin middes‘in the middle’.
in the past,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/past_2#past_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pas/past_/past__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pas/past_/past__us_1.mp3,the time that has gone by; things that happened in an earlier time,"Middle English: variant ofpassed, past participle ofpass."
in the middle,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/middle_1#middle_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mid/middl/middle__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mid/middl/middle__us_2.mp3,the part of something that is at an equal distance from all its edges or sides; a point or a period of time between the beginning and the end of something,"Old Englishmiddel, of West Germanic origin; related to Dutchmiddeland GermanMittel."
in the event of sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/event#event_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/event/event__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eve/event/event__us_1.mp3,"a thing that happens, especially something important","late 16th cent.: from Latineventus, fromevenire‘result, happen’, frome-(variant ofex-) ‘out of’ +venire‘come’."
in the future,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/future_1#future_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fut/futur/future__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fut/futur/future__us_2.mp3,the time that will come after the present or the events that will happen then,"late Middle English: via Old French from Latinfuturus, future participle ofesse‘be’ (from the stemfu-, ultimately from a base meaning ‘grow, become’)."
in the first place,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/place_1#place_sng_23,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/p/pla/place/place__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/p/pla/place/place__us_1.mp3,"a particular position, point or area","Middle English: from Old French, from an alteration of Latinplatea‘open space’, from Greekplateia (hodos)‘broad (way)’."
